"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"1040",10.4,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1041",463,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1042",40,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1043",0.5,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1044",21,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1045",290,"C","Number of transactions","101","0","","201920Q4","January to March 2019-20","240","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1046",2.9,"D","Tax due (£ million)","102","0","","201920Q4","January to March 2019-20","240","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1047",138,"V","Property value taxed (£ million)","103","0","","201920Q4","January to March 2019-20","240","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1048",80,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1049",1,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1050",39,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1051",300,"C","Number of transactions","101","0","","201920Q2","July to September 2019-20","220","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1052",3.3,"D","Tax due (£ million)","102","0","","201920Q2","July to September 2019-20","220","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1053",142,"V","Property value taxed (£ million)","103","0","","201920Q2","July to September 2019-20","220","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1054",290,"C","Number of transactions","101","0","","201920Q3","October to December 2019-20","230","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1055",3.6,"D","Tax due (£ million)","102","0","","201920Q3","October to December 2019-20","230","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1056",147,"V","Property value taxed (£ million)","103","0","","201920Q3","October to December 2019-20","230","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1057",120,"C","Number of transactions","101","0","","201920Oct","October 2019-20","231","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1058",1.5,"D","Tax due (£ million)","102","0","","201920Oct","October 2019-20","231","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1059",57,"V","Property value taxed (£ million)","103","0","","201920Oct","October 2019-20","231","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1060",260,"C","Number of transactions","101","0","","201920Q1","April to June 2019-20","210","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1061",2.8,"D","Tax due (£ million)","102","0","","201920Q1","April to June 2019-20","210","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1062",121,"V","Property value taxed (£ million)","103","0","","201920Q1","April to June 2019-20","210","201920","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1063",80,"C","Number of transactions","101","0","","201920May","May 2019-20","212","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1064",0.9,"D","Tax due (£ million)","102","0","","201920May","May 2019-20","212","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1065",38,"V","Property value taxed (£ million)","103","0","","201920May","May 2019-20","212","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1066",90,"C","Number of transactions","101","0","","201920Nov","November 2019-20","232","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1067",1.1,"D","Tax due (£ million)","102","0","","201920Nov","November 2019-20","232","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1068",43,"V","Property value taxed (£ million)","103","0","","201920Nov","November 2019-20","232","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1069",70,"C","Number of transactions","101","0","","201920Jun","June 2019-20","213","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1070",0.8,"D","Tax due (£ million)","102","0","","201920Jun","June 2019-20","213","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1071",35,"V","Property value taxed (£ million)","103","0","","201920Jun","June 2019-20","213","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1072",120,"C","Number of transactions","101","0","","201920Mar","March 2019-20","243","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1073",1,"D","Tax due (£ million)","102","0","","201920Mar","March 2019-20","243","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1074",52,"V","Property value taxed (£ million)","103","0","","201920Mar","March 2019-20","243","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1075",110,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1076",1.2,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1077",54,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1078",130,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1079",1.4,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1080",62,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1081",90,"C","Number of transactions","101","0","","201920Dec","December 2019-20","233","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1082",1,"D","Tax due (£ million)","102","0","","201920Dec","December 2019-20","233","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1083",47,"V","Property value taxed (£ million)","103","0","","201920Dec","December 2019-20","233","201920Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1084",70,"C","Number of transactions","101","0","","201920Feb","February 2019-20","242","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1085",0.7,"D","Tax due (£ million)","102","0","","201920Feb","February 2019-20","242","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1086",32,"V","Property value taxed (£ million)","103","0","","201920Feb","February 2019-20","242","201920Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1087",100,"C","Number of transactions","101","0","","201920Apr","April 2019-20","211","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1088",1.1,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1089",48,"V","Property value taxed (£ million)","103","0","","201920Apr","April 2019-20","211","201920Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1090",90,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1091",1,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1092",42,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1093",80,"C","Number of transactions","101","0","","201819Sep","September 2018-19","123","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1094",0.8,"D","Tax due (£ million)","102","0","","201819Sep","September 2018-19","123","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1095",37,"V","Property value taxed (£ million)","103","0","","201819Sep","September 2018-19","123","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1096",1140,"C","Number of transactions","101","0","","201920","2019-20","200","","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1097",12.6,"D","Tax due (£ million)","102","0","","201920","2019-20","200","","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1098",547,"V","Property value taxed (£ million)","103","0","","201920","2019-20","200","","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1099",340,"C","Number of transactions","101","0","","201819Q3","October to December 2018-19","130","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1100",3.7,"D","Tax due (£ million)","102","0","","201819Q3","October to December 2018-19","130","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1101",161,"V","Property value taxed (£ million)","103","0","","201819Q3","October to December 2018-19","130","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1102",290,"C","Number of transactions","101","0","","201819Q4","January to March 2018-19","140","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1103",3,"D","Tax due (£ million)","102","0","","201819Q4","January to March 2018-19","140","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1104",145,"V","Property value taxed (£ million)","103","0","","201819Q4","January to March 2018-19","140","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1105",240,"C","Number of transactions","101","0","","201819Q1","April to June 2018-19","110","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1106",2.8,"D","Tax due (£ million)","102","0","","201819Q1","April to June 2018-19","110","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1107",120,"V","Property value taxed (£ million)","103","0","","201819Q1","April to June 2018-19","110","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1108",280,"C","Number of transactions","101","0","","201819Q2","July to September 2018-19","120","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1109",3.1,"D","Tax due (£ million)","102","0","","201819Q2","July to September 2018-19","120","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1110",129,"V","Property value taxed (£ million)","103","0","","201819Q2","July to September 2018-19","120","201819","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1111",110,"C","Number of transactions","101","0","","201819Nov","November 2018-19","132","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1112",1.2,"D","Tax due (£ million)","102","0","","201819Nov","November 2018-19","132","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1113",52,"V","Property value taxed (£ million)","103","0","","201819Nov","November 2018-19","132","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1114",120,"C","Number of transactions","101","0","","201819Oct","October 2018-19","131","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1115",1.3,"D","Tax due (£ million)","102","0","","201819Oct","October 2018-19","131","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1116",58,"V","Property value taxed (£ million)","103","0","","201819Oct","October 2018-19","131","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1117",140,"C","Number of transactions","101","0","","201819Mar","March 2018-19","143","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1118",1.3,"D","Tax due (£ million)","102","0","","201819Mar","March 2018-19","143","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1119",67,"V","Property value taxed (£ million)","103","0","","201819Mar","March 2018-19","143","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1120",80,"C","Number of transactions","101","0","","201819May","May 2018-19","112","201819Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1121",0.9,"D","Tax due (£ million)","102","0","","201819May","May 2018-19","112","201819Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1122",37,"V","Property value taxed (£ million)","103","0","","201819May","May 2018-19","112","201819Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1123",80,"C","Number of transactions","101","0","","201819Jul","July 2018-19","121","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1124",1,"D","Tax due (£ million)","102","0","","201819Jul","July 2018-19","121","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1125",39,"V","Property value taxed (£ million)","103","0","","201819Jul","July 2018-19","121","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1126",80,"C","Number of transactions","101","0","","201819Jun","June 2018-19","113","201819Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1127",1,"D","Tax due (£ million)","102","0","","201819Jun","June 2018-19","113","201819Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1128",42,"V","Property value taxed (£ million)","103","0","","201819Jun","June 2018-19","113","201819Q1","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1129",80,"C","Number of transactions","101","0","","201819Feb","February 2018-19","142","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1130",0.8,"D","Tax due (£ million)","102","0","","201819Feb","February 2018-19","142","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1131",39,"V","Property value taxed (£ million)","103","0","","201819Feb","February 2018-19","142","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1132",80,"C","Number of transactions","101","0","","201819Jan","January 2018-19","141","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1133",0.9,"D","Tax due (£ million)","102","0","","201819Jan","January 2018-19","141","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1134",39,"V","Property value taxed (£ million)","103","0","","201819Jan","January 2018-19","141","201819Q4","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1135",110,"C","Number of transactions","101","0","","201819Aug","August 2018-19","122","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1136",1.3,"D","Tax due (£ million)","102","0","","201819Aug","August 2018-19","122","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1137",53,"V","Property value taxed (£ million)","103","0","","201819Aug","August 2018-19","122","201819Q2","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1138",110,"C","Number of transactions","101","0","","201819Dec","December 2018-19","133","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1139",1.1,"D","Tax due (£ million)","102","0","","201819Dec","December 2018-19","133","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1140",51,"V","Property value taxed (£ million)","103","0","","201819Dec","December 2018-19","133","201819Q3","","B04","Non-residential purchase element £250,001 to £1m","204","B99","",""
"1141",160,"C","Number of transactions","101","0","","201819","2018-19","100","","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1142",7.9,"D","Tax due (£ million)","102","0","","201819","2018-19","100","","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1143",233,"V","Property value taxed (£ million)","103","0","","201819","2018-19","100","","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1144",10,"C","Number of transactions","101","0","","201819Apr","April 2018-19","111","201819Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1145",0.3,"D","Tax due (£ million)","102","0","","201819Apr","April 2018-19","111","201819Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1146",14,"V","Property value taxed (£ million)","103","0","","201819Apr","April 2018-19","111","201819Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1147",50,"C","Number of transactions","101","0","","202223Q1","April to June 2022-23","510","202223","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1148",2.4,"D","Tax due (£ million)","102","0","","202223Q1","April to June 2022-23","510","202223","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1149",64,"V","Property value taxed (£ million)","103","0","","202223Q1","April to June 2022-23","510","202223","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1150",40,"C","Number of transactions","101","0","","202223Q2","July to September 2022-23 (to date)","520","202223","This only represents the quarter to date.","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1151",2,"D","Tax due (£ million)","102","0","","202223Q2","July to September 2022-23 (to date)","520","202223","This only represents the quarter to date.","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1152",55,"V","Property value taxed (£ million)","103","0","","202223Q2","July to September 2022-23 (to date)","520","202223","This only represents the quarter to date.","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1153",20,"C","Number of transactions","101","0","","202223Jun","June 2022-23","513","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1154",1.4,"D","Tax due (£ million)","102","0","","202223Jun","June 2022-23","513","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1155",34,"V","Property value taxed (£ million)","103","0","","202223Jun","June 2022-23","513","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1156",10,"C","Number of transactions","101","0","","202223May","May 2022-23","512","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1157",0.5,"D","Tax due (£ million)","102","0","","202223May","May 2022-23","512","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1158",15,"V","Property value taxed (£ million)","103","0","","202223May","May 2022-23","512","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1159",20,"C","Number of transactions","101","0","","202223Aug","August 2022-23","522","202223Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1160",1.1,"D","Tax due (£ million)","102","0","","202223Aug","August 2022-23","522","202223Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1161",29,"V","Property value taxed (£ million)","103","0","","202223Aug","August 2022-23","522","202223Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1162",20,"C","Number of transactions","101","0","","202223Jul","July 2022-23","521","202223Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1163",0.9,"D","Tax due (£ million)","102","0","","202223Jul","July 2022-23","521","202223Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1164",26,"V","Property value taxed (£ million)","103","0","","202223Jul","July 2022-23","521","202223Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1165",80,"C","Number of transactions","101","0","","202223","2022-23 (to date)","500","","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1166",4.3,"D","Tax due (£ million)","102","0","","202223","2022-23 (to date)","500","","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1167",119,"V","Property value taxed (£ million)","103","0","","202223","2022-23 (to date)","500","","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1168",10,"C","Number of transactions","101","0","","202223Apr","April 2022-23","511","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1169",0.5,"D","Tax due (£ million)","102","0","","202223Apr","April 2022-23","511","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1170",14,"V","Property value taxed (£ million)","103","0","","202223Apr","April 2022-23","511","202223Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1171",50,"C","Number of transactions","101","0","","202122Q4","January to March 2021-22","440","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1172",2.7,"D","Tax due (£ million)","102","0","","202122Q4","January to March 2021-22","440","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1173",72,"V","Property value taxed (£ million)","103","0","","202122Q4","January to March 2021-22","440","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1174",10,"C","Number of transactions","101","0","","202122Sep","September 2021-22","423","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1175",0.7,"D","Tax due (£ million)","102","0","","202122Sep","September 2021-22","423","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1176",18,"V","Property value taxed (£ million)","103","0","","202122Sep","September 2021-22","423","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1177",50,"C","Number of transactions","101","0","","202122Q2","July to September 2021-22","420","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1178",2.6,"D","Tax due (£ million)","102","0","","202122Q2","July to September 2021-22","420","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1179",68,"V","Property value taxed (£ million)","103","0","","202122Q2","July to September 2021-22","420","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1180",60,"C","Number of transactions","101","0","","202122Q3","October to December 2021-22","430","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1181",3.1,"D","Tax due (£ million)","102","0","","202122Q3","October to December 2021-22","430","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1182",83,"V","Property value taxed (£ million)","103","0","","202122Q3","October to December 2021-22","430","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1183",20,"C","Number of transactions","101","0","","202122Oct","October 2021-22","431","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1184",1.1,"D","Tax due (£ million)","102","0","","202122Oct","October 2021-22","431","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1185",29,"V","Property value taxed (£ million)","103","0","","202122Oct","October 2021-22","431","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1186",40,"C","Number of transactions","101","0","","202122Q1","April to June 2021-22","410","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1187",2.4,"D","Tax due (£ million)","102","0","","202122Q1","April to June 2021-22","410","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1188",61,"V","Property value taxed (£ million)","103","0","","202122Q1","April to June 2021-22","410","202122","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1189",20,"C","Number of transactions","101","0","","202122May","May 2021-22","412","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1190",0.8,"D","Tax due (£ million)","102","0","","202122May","May 2021-22","412","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1191",21,"V","Property value taxed (£ million)","103","0","","202122May","May 2021-22","412","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1192",20,"C","Number of transactions","101","0","","202122Nov","November 2021-22","432","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1193",1.2,"D","Tax due (£ million)","102","0","","202122Nov","November 2021-22","432","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1194",31,"V","Property value taxed (£ million)","103","0","","202122Nov","November 2021-22","432","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1195",10,"C","Number of transactions","101","0","","202122Jun","June 2021-22","413","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1196",0.7,"D","Tax due (£ million)","102","0","","202122Jun","June 2021-22","413","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1197",18,"V","Property value taxed (£ million)","103","0","","202122Jun","June 2021-22","413","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1198",20,"C","Number of transactions","101","0","","202122Mar","March 2021-22","443","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1199",0.9,"D","Tax due (£ million)","102","0","","202122Mar","March 2021-22","443","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1200",28,"V","Property value taxed (£ million)","103","0","","202122Mar","March 2021-22","443","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1201",10,"C","Number of transactions","101","0","","202122Jan","January 2021-22","441","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1202",0.6,"D","Tax due (£ million)","102","0","","202122Jan","January 2021-22","441","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1203",16,"V","Property value taxed (£ million)","103","0","","202122Jan","January 2021-22","441","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1204",20,"C","Number of transactions","101","0","","202122Jul","July 2021-22","421","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1205",0.9,"D","Tax due (£ million)","102","0","","202122Jul","July 2021-22","421","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1206",26,"V","Property value taxed (£ million)","103","0","","202122Jul","July 2021-22","421","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1207",20,"C","Number of transactions","101","0","","202122Dec","December 2021-22","433","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1208",0.9,"D","Tax due (£ million)","102","0","","202122Dec","December 2021-22","433","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1209",24,"V","Property value taxed (£ million)","103","0","","202122Dec","December 2021-22","433","202122Q3","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1210",20,"C","Number of transactions","101","0","","202122Feb","February 2021-22","442","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1211",1.1,"D","Tax due (£ million)","102","0","","202122Feb","February 2021-22","442","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1212",28,"V","Property value taxed (£ million)","103","0","","202122Feb","February 2021-22","442","202122Q4","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1213",20,"C","Number of transactions","101","0","","202122Apr","April 2021-22","411","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1214",0.8,"D","Tax due (£ million)","102","0","","202122Apr","April 2021-22","411","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1215",22,"V","Property value taxed (£ million)","103","0","","202122Apr","April 2021-22","411","202122Q1","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1216",20,"C","Number of transactions","101","0","","202122Aug","August 2021-22","422","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1217",1,"D","Tax due (£ million)","102","0","","202122Aug","August 2021-22","422","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1218",25,"V","Property value taxed (£ million)","103","0","","202122Aug","August 2021-22","422","202122Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
"1219",10,"C","Number of transactions","101","0","","202021Sep","September 2020-21","323","202021Q2","","B05","Non-residential purchase element £1,000,001 to £2m","205","B99","",""
